Start Date,Person,Cage,Treatment,Position,Moths alive,Moths dead,EggBatches,Comment,Included or Excluded
7/3/2023,NO,C2,M-M(GL),Close to Maize plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there. No moths found. ,Included
7/3/2023,NO,C2,M-M(GL),No Decision,0,0,1,Maybe influence from the left side because a Desmodium was placed there. No moths found. ,Included
7/3/2023,NO,C2,M-M(GL),Close to Des plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there. No moths found. ,Included
7/3/2023,NO,C2,M-M(GL),On Des plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there. No moths found. ,Included
7/3/2023,CO,D1,M-AD,On Maize plant,1,0,4,-,Included
7/3/2023,CO,D1,M-AD,Close to Maize plant,0,1,0,-,Included
7/3/2023,CO,D1,M-AD,No Decision,1,0,0,-,Included
7/3/2023,CO,D1,M-AD,Close to Des plant,0,1,0,-,Included
7/3/2023,CO,D1,M-AD,On Des plant,1,0,0,-,Included
7/3/2023,CO,D2,M-AD,On Maize plant,1,0,0,No Oviposition,Excluded
7/3/2023,CO,D2,M-AD,Close to Maize plant,0,3,0,No Oviposition,Excluded
7/3/2023,CO,D2,M-AD,No Decision,0,0,0,No Oviposition,Excluded
7/3/2023,CO,D2,M-AD,Close to Des plant,0,1,0,No Oviposition,Excluded
7/3/2023,CO,D2,M-AD,On Des plant,0,0,0,No Oviposition,Excluded
7/3/2023,NO,E1,Control,On Left plant,0,3,0,No Oviposition,Excluded
7/3/2023,NO,E1,Control,Close to Left plant,0,0,0,No Oviposition,Excluded
7/3/2023,NO,E1,Control,No Decision,1,0,0,No Oviposition,Excluded
7/3/2023,NO,E1,Control,Close to Right plant,0,0,0,No Oviposition,Excluded
7/3/2023,NO,E1,Control,On Right plant,0,1,0,No Oviposition,Excluded
7/3/2023,NO,E2,Control,On Left plant,0,2,0,All moths dead on the third day,Included
7/3/2023,NO,E2,Control,Close to Left plant,0,0,0,All moths dead on the third day,Included
7/3/2023,NO,E2,Control,No Decision,0,2,1,All moths dead on the third day,Included
7/3/2023,NO,E2,Control,Close to Right plant,0,0,0,All moths dead on the third day,Included
7/3/2023,NO,E2,Control,On Right plant,0,1,0,All moths dead on the third day,Included
7/3/2023,CO,F1,M-M(GL),On Maize plant,0,0,2,-,Included
7/3/2023,CO,F1,M-M(GL),Close to Maize plant,0,1,1,-,Included
7/3/2023,CO,F1,M-M(GL),No Decision,0,0,3,-,Included
7/3/2023,CO,F1,M-M(GL),Close to Des plant,1,2,0,-,Included
7/3/2023,CO,F1,M-M(GL),On Des plant,0,0,0,-,Included
7/3/2023,CO,F2,M-M(GL),On Maize plant,1,0,0,No Oviposition,Excluded
7/3/2023,CO,F2,M-M(GL),Close to Maize plant,1,0,0,No Oviposition,Excluded
7/3/2023,CO,F2,M-M(GL),No Decision,0,3,0,No Oviposition,Excluded
7/3/2023,CO,F2,M-M(GL),Close to Des plant,0,0,0,No Oviposition,Excluded
7/3/2023,CO,F2,M-M(GL),On Des plant,0,0,0,No Oviposition,Excluded
7/3/2023,CO,F3,M-M(GL),On Maize plant,1,0,1,-,Included
7/3/2023,CO,F3,M-M(GL),Close to Maize plant,0,0,0,-,Included
7/3/2023,CO,F3,M-M(GL),No Decision,0,2,0,-,Included
7/3/2023,CO,F3,M-M(GL),Close to Des plant,1,0,0,-,Included
7/3/2023,CO,F3,M-M(GL),On Des plant,0,0,1,-,Included
7/3/2023,NO,G1,Control,On Left plant,1,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,G1,Control,Close to Left plant,0,1,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,G1,Control,No Decision,0,1,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,G1,Control,Close to Right plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,G1,Control,On Right plant,0,1,1,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,G2,Control,On Left plant,0,1,0,No Oviposition,Excluded
7/3/2023,NO,G2,Control,Close to Left plant,0,1,0,No Oviposition,Excluded
7/3/2023,NO,G2,Control,No Decision,0,0,0,No Oviposition,Excluded
7/3/2023,NO,G2,Control,Close to Right plant,0,2,0,No Oviposition,Excluded
7/3/2023,NO,G2,Control,On Right plant,0,1,0,No Oviposition,Excluded
7/3/2023,NO,G3,Control,On Left plant,1,0,0,-,Included
7/3/2023,NO,G3,Control,Close to Left plant,0,0,0,-,Included
7/3/2023,NO,G3,Control,No Decision,0,0,1,-,Included
7/3/2023,NO,G3,Control,Close to Right plant,0,1,0,-,Included
7/3/2023,NO,G3,Control,On Right plant,0,3,1,-,Included
7/3/2023,MM,H1,M-AD,On Maize plant,0,0,2,-,Included
7/3/2023,MM,H1,M-AD,Close to Maize plant,0,2,0,-,Included
7/3/2023,MM,H1,M-AD,No Decision,1,0,0,-,Included
7/3/2023,MM,H1,M-AD,Close to Des plant,0,1,0,-,Included
7/3/2023,MM,H1,M-AD,On Des plant,0,0,0,-,Included
7/3/2023,MM,H2,M-AD,On Maize plant,0,0,1,All moths dead on the third day,Included
7/3/2023,MM,H2,M-AD,Close to Maize plant,0,1,0,All moths dead on the third day,Included
7/3/2023,MM,H2,M-AD,No Decision,1,1,0,All moths dead on the third day,Included
7/3/2023,MM,H2,M-AD,Close to Des plant,0,0,0,All moths dead on the third day,Included
7/3/2023,MM,H2,M-AD,On Des plant,0,3,3,All moths dead on the third day,Included
7/3/2023,MM,H3,M-AD,On Maize plant,1,0,1,-,Included
7/3/2023,MM,H3,M-AD,Close to Maize plant,0,0,2,-,Included
7/3/2023,MM,H3,M-AD,No Decision,0,1,0,-,Included
7/3/2023,MM,H3,M-AD,Close to Des plant,0,0,0,-,Included
7/3/2023,MM,H3,M-AD,On Des plant,0,2,2,-,Included
7/3/2023,MM,J1,M-M(AD),On Maize plant,0,0,2,-,Included
7/3/2023,MM,J1,M-M(AD),Close to Maize plant,0,1,0,-,Included
7/3/2023,MM,J1,M-M(AD),No Decision,0,2,0,-,Included
7/3/2023,MM,J1,M-M(AD),Close to Des plant,0,0,0,-,Included
7/3/2023,MM,J1,M-M(AD),On Des plant,1,0,2,-,Included
7/3/2023,MM,J2,M-M(AD),On Maize plant,0,0,1,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,MM,J2,M-M(AD),Close to Maize plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,MM,J2,M-M(AD),No Decision,0,2,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,MM,J2,M-M(AD),Close to Des plant,1,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,MM,J2,M-M(AD),On Des plant,0,1,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,J3,M-M(AD),On Maize plant,1,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,J3,M-M(AD),Close to Maize plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,J3,M-M(AD),No Decision,0,1,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,J3,M-M(AD),Close to Des plant,0,0,0,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,NO,J3,M-M(AD),On Des plant,0,1,2,Maybe influence from the left side because a Desmodium was placed there.,Included
7/3/2023,CO,K1,M-GL,On Maize plant,0,0,6,-,Included
7/3/2023,CO,K1,M-GL,Close to Maize plant,0,0,1,-,Included
7/3/2023,CO,K1,M-GL,No Decision,0,1,0,-,Included
7/3/2023,CO,K1,M-GL,Close to Des plant,0,0,0,-,Included
7/3/2023,CO,K1,M-GL,On Des plant,0,1,0,-,Included
7/3/2023,CO,K2,M-GL,On Maize plant,1,0,6,-,Included
7/3/2023,CO,K2,M-GL,Close to Maize plant,0,0,0,-,Included
7/3/2023,CO,K2,M-GL,No Decision,0,2,0,-,Included
7/3/2023,CO,K2,M-GL,Close to Des plant,1,0,0,-,Included
7/3/2023,CO,K2,M-GL,On Des plant,0,0,4,-,Included
7/3/2023,CO,K3,M-GL,On Maize plant,0,0,1,-,Included
7/3/2023,CO,K3,M-GL,Close to Maize plant,0,4,0,-,Included
7/3/2023,CO,K3,M-GL,No Decision,0,0,0,-,Included
7/3/2023,CO,K3,M-GL,Close to Des plant,1,0,0,-,Included
7/3/2023,CO,K3,M-GL,On Des plant,0,0,0,-,Included
