#,Flags,Name,Comment,A1 - Rusinga - 05.05.2023_662023_5 : Area,A1 - Rusinga - 05.05.2023_662023_5 : SI,A1 - Rusinga - 05.05.2023_662023_5 : Height,A2 - Rusinga - 05.05.2023_662023_12 : Area,A2 - Rusinga - 05.05.2023_662023_12 : SI,A2 - Rusinga - 05.05.2023_662023_12 : Height,A3 - Rusinga - 05.05.2023_662023_4 : Area,A3 - Rusinga - 05.05.2023_662023_4 : SI,A3 - Rusinga - 05.05.2023_662023_4 : Height,A4 - Rusinga - 05.05.2023_662023_3 : Area,A4 - Rusinga - 05.05.2023_662023_3 : SI,A4 - Rusinga - 05.05.2023_662023_3 : Height,A5 - Rusinga - 10.05.2023_662023_11 : Area,A5 - Rusinga - 10.05.2023_662023_11 : SI,A5 - Rusinga - 10.05.2023_662023_11 : Height,A6 - Rusinga - 10.05.2023_662023_9 : Area,A6 - Rusinga - 10.05.2023_662023_9 : SI,A6 - Rusinga - 10.05.2023_662023_9 : Height,A7 - icipe - 15.05.2023__7202023_14 : Area,A7 - icipe - 15.05.2023__7202023_14 : SI,A7 - icipe - 15.05.2023__7202023_14 : Height,A8 - icipe - 15.05.2023__832023_12 : Area,A8 - icipe - 15.05.2023__832023_12 : SI,A8 - icipe - 15.05.2023__832023_12 : Height,A9 - icipe - 15.05.2023__842023_10 : Area,A9 - icipe - 15.05.2023__842023_10 : SI,A9 - icipe - 15.05.2023__842023_10 : Height,A10 - icipe - 15.05.2023__7202023_10 : Area,A10 - icipe - 15.05.2023__7202023_10 : SI,A10 - icipe - 15.05.2023__7202023_10 : Height,A11 - Siaya - 23.05.2023__7202023_7 : Area,A11 - Siaya - 23.05.2023__7202023_7 : SI,A11 - Siaya - 23.05.2023__7202023_7 : Height,A12 - Siaya - 23.05.2023__832023_6 : Area,A12 - Siaya - 23.05.2023__832023_6 : SI,A12 - Siaya - 23.05.2023__832023_6 : Height,A13 - Siaya - 23.05.2023__842023_13 : Area,A13 - Siaya - 23.05.2023__842023_13 : SI,A13 - Siaya - 23.05.2023__842023_13 : Height,A14 - Siaya - 23.05.2023__7202023_8 : Area,A14 - Siaya - 23.05.2023__7202023_8 : SI,A14 - Siaya - 23.05.2023__7202023_8 : Height,A15 - Siaya - 08.06.2023_832023_10 : Area,A15 - Siaya - 08.06.2023_832023_10 : SI,A15 - Siaya - 08.06.2023_832023_10 : Height,A16 - Siaya - 23.05.2023__842023_7 : Area,A16 - Siaya - 23.05.2023__842023_7 : SI,A16 - Siaya - 23.05.2023__842023_7 : Height,A17 - Siaya - 08.06.2023__832023_17 : Area,A17 - Siaya - 08.06.2023__832023_17 : SI,A17 - Siaya - 08.06.2023__832023_17 : Height,A18 - Siaya - 23.05.2023__842023_5 : Area,A18 - Siaya - 23.05.2023__842023_5 : SI,A18 - Siaya - 23.05.2023__842023_5 : Height,B1 - Rodi - 08.05.2023__7202023_18 : Area,B1 - Rodi - 08.05.2023__7202023_18 : SI,B1 - Rodi - 08.05.2023__7202023_18 : Height,B2 - Rodi - 09.05.2023_832023_4 : Area,B2 - Rodi - 09.05.2023_832023_4 : SI,B2 - Rodi - 09.05.2023_832023_4 : Height,B3 - Rodi - 08.05.2023__842023_3 : Area,B3 - Rodi - 08.05.2023__842023_3 : SI,B3 - Rodi - 08.05.2023__842023_3 : Height,B4 - Rodi - 08.05.2023__842023_12 : Area,B4 - Rodi - 08.05.2023__842023_12 : SI,B4 - Rodi - 08.05.2023__842023_12 : Height,B5 - Rusinga - 10.05.2023_662023_2 : Area,B5 - Rusinga - 10.05.2023_662023_2 : SI,B5 - Rusinga - 10.05.2023_662023_2 : Height,B6 - Rusinga - 10.05.2023_662023_10 : Area,B6 - Rusinga - 10.05.2023_662023_10 : SI,B6 - Rusinga - 10.05.2023_662023_10 : Height,B7 - Rusinga - 10.05.2023_662023_8 : Area,B7 - Rusinga - 10.05.2023_662023_8 : SI,B7 - Rusinga - 10.05.2023_662023_8 : Height,B8 - Rusinga - 10.05.2023_662023_7 : Area,B8 - Rusinga - 10.05.2023_662023_7 : SI,B8 - Rusinga - 10.05.2023_662023_7 : Height,B9 - Lambwe - 11.05.2023__7212023_4 : Area,B9 - Lambwe - 11.05.2023__7212023_4 : SI,B9 - Lambwe - 11.05.2023__7212023_4 : Height,B10 - Lambwe - 11.05.2023__7202023_4 : Area,B10 - Lambwe - 11.05.2023__7202023_4 : SI,B10 - Lambwe - 11.05.2023__7202023_4 : Height,B12 - Lambwe - 11.05.2023__7202023_20 : Area,B12 - Lambwe - 11.05.2023__7202023_20 : SI,B12 - Lambwe - 11.05.2023__7202023_20 : Height,C2 - D.incanum - 22.05.2023__832023_11 : Area,C2 - D.incanum - 22.05.2023__832023_11 : SI,C2 - D.incanum - 22.05.2023__832023_11 : Height,C4 - D.incanum - 22.05.2023__7202023_16 : Area,C4 - D.incanum - 22.05.2023__7202023_16 : SI,C4 - D.incanum - 22.05.2023__7202023_16 : Height,C5 - D.incanum - 22.05.2023__842023_4 : Area,C5 - D.incanum - 22.05.2023__842023_4 : SI,C5 - D.incanum - 22.05.2023__842023_4 : Height,Control1 - Rodi - 08.05.2023__7202023_9 : Area,Control1 - Rodi - 08.05.2023__7202023_9 : SI,Control1 - Rodi - 08.05.2023__7202023_9 : Height,Control2 - Rusinga - 10.05.2023_662023_6 : Area,Control2 - Rusinga - 10.05.2023_662023_6 : SI,Control2 - Rusinga - 10.05.2023_662023_6 : Height,Control3 - Lambwe - 11.05.2023__832023_8 : Area,Control3 - Lambwe - 11.05.2023__832023_8 : SI,Control3 - Lambwe - 11.05.2023__832023_8 : Height,Control4 - Siaya - 23.05.2023__842023_11 : Area,Control4 - Siaya - 23.05.2023__842023_11 : SI,Control4 - Siaya - 23.05.2023__842023_11 : Height,ControlStorage__842023_9 : Area,ControlStorage__842023_9 : SI,ControlStorage__842023_9 : Height,D1 - D.intortum - 22.05.2023_832023_5 : Area,D1 - D.intortum - 22.05.2023_832023_5 : SI,D1 - D.intortum - 22.05.2023_832023_5 : Height,D2 - D.intortum - 22.05.2023__832023_18 : Area,D2 - D.intortum - 22.05.2023__832023_18 : SI,D2 - D.intortum - 22.05.2023__832023_18 : Height,D3 - D.intortum - 22.05.2023__7202023_11 : Area,D3 - D.intortum - 22.05.2023__7202023_11 : SI,D3 - D.intortum - 22.05.2023__7202023_11 : Height,D4 - D.intortum - 22.05.2023__832023_9 : Area,D4 - D.intortum - 22.05.2023__832023_9 : SI,D4 - D.intortum - 22.05.2023__832023_9 : Height,D5 - D.intortum - 22.05.2023__7202023_5 : Area,D5 - D.intortum - 22.05.2023__7202023_5 : SI,D5 - D.intortum - 22.05.2023__7202023_5 : Height,I1 - Maize infested - 05.06.2023__842023_6 : Area,I1 - Maize infested - 05.06.2023__842023_6 : SI,I1 - Maize infested - 05.06.2023__842023_6 : Height,I2 - Maize infested - 05.06.2023__7202023_19 : Area,I2 - Maize infested - 05.06.2023__7202023_19 : SI,I2 - Maize infested - 05.06.2023__7202023_19 : Height,I3 - Maize infested - 05.06.2023__832023_16 : Area,I3 - Maize infested - 05.06.2023__832023_16 : SI,I3 - Maize infested - 05.06.2023__832023_16 : Height,I5 - Maize infested - 05.06.2023__7202023_17 : Area,I5 - Maize infested - 05.06.2023__7202023_17 : SI,I5 - Maize infested - 05.06.2023__7202023_17 : Height,N1 - Maize - 05.06.2023__832023_15 : Area,N1 - Maize - 05.06.2023__832023_15 : SI,N1 - Maize - 05.06.2023__832023_15 : Height,N3 - Maize - 05.06.2023__832023_19 : Area,N3 - Maize - 05.06.2023__832023_19 : SI,N3 - Maize - 05.06.2023__832023_19 : Height,N4 - Maize - 05.06.2023__7202023_15 : Area,N4 - Maize - 05.06.2023__7202023_15 : SI,N4 - Maize - 05.06.2023__7202023_15 : Height,N5 - Maize - 05.06.2023__832023_14 : Area,N5 - Maize - 05.06.2023__832023_14 : SI,N5 - Maize - 05.06.2023__832023_14 : Height
173,,MZ: Feature37,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,48,,,,,,79,,,,,,75,,,,,,29,,,71,,,,,8715,82,1547,,,,10947,81,1953,,,,,,,28386,90,5466,,,,,,,,,,19425,88,3219,13055,84,2340,18236,81,3096,,,,,,,,,,,0,,18519,88,3320,14783,83,2571,12518,85,2113,,,,,,,22027,86,3782,,,,,,,,,,55569,95,9907,,,,32374,82,5864,15950,81,3031,,75,,24774,88,4247,21764,86,4087
174,,Isoamyl salicylate,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,
175,,MZ: Feature38,,,75,,,80,,,,,,,,12473,93,2529,9700,93,1797,,,,,,,24666,90,4705,,,,,,,27496,92,4149,,80,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5614,82,1100,37879,92,5791,,,,145474,98,24447,,,,,,,,61,,,,,,,,59442,92,10572,86782,98,16708,32677,96,6204,302173,99,59059,53706,98,9317,,,,20666,83,3963,,,,40309,94,6534,,61,,,79,,14782,91,2918,25729,88,4628
176,,.gamma.-Decalactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,Cinnamyl acetate,,,,,,,,,25,,,,,,,,,,,,26,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,29,,,,,,23,,,21,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,25,,,,,,29,,,,,,,,,,,,,,,,
178,,MZ: Feature39,,18648,84,3386,12291,81,2219,,,,,67,,20090,91,3702,,78,,,,,,,,,22,,,27,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,31,,,,,,,,9187,80,1959,,76,,,,,,23,,,24,,,,,,23,,,,,,29,,,,,28917,86,5320,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,47,,,,,,29,,,,
179,,MZ: Feature40,,6243,82,1098,9247,93,1833,,,,4432,81,797,10934,86,1956,12616,90,2188,8981,87,1459,10653,90,2210,,56,,6724,84,1139,,70,,8335,81,1882,11070,82,1810,,68,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,29,,5520,80,867,9646,84,1717,20518,86,3852,,,,,,,,24,,,,,,,,,,,,35,,,,,,,,,,,,80,,14826,84,2574,6315,85,1305,17997,85,3300,,66,,25073,88,4680,59888,98,10029,19057,92,3415
180,,Eugenol,,,15,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,23,,,20,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,45,,,,,,20,,,34,,,,
181,,.delta.-Decalactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,32,,,,,,33,,,,
182,,Thymol,,,,,,,,,,,,,,,,,,,,,,,,49,,,27,,,,,,31,,,,,,68,,,30,,,20,,,17,,,43,,,34,,,26,,,27,,,21,,,,,,,,,,,,,,,,,,31,,,,,6806,81,1985,,,,,,,,,,,,,,,,,54,,10252,85,1991,,,,,,,,29,,,18,,,29,,,27,,,38,,,,,,,,,,,,,,,,,,,,,,
183,,Piperonal,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,26,,,,,,,,,,,,,,,29,
184,,MZ: Feature41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12186,88,2450,,,,,61,,,,,,,,6319,83,1005,12559,88,3207,,79,,,,,6042,84,1141,,,,,,,,,,4287,81,761,,,,,78,,,,,,77,,,,,,,,,,,,66,,5432,84,1188,,78,,12330,90,2289,,69,,,,,,,,,,,,,,,,,,55,,,,,,,,12653,85,2759,15511,95,2913,,,,,,,6912,86,1378
185,,Carvacrol,,,,,,31,,,21,,,,,,45,,,,,,,,,47,,,70,,,,,,72,,,,,,79,,17049,84,3076,,54,,,,,,42,,,,,,72,,,66,,,,,,,,,,,,,,,58,,,57,,,,,,,,28769,91,4759,,,,,,,,,,,,,22178,88,3789,,54,,12004,85,2087,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
186,,Elemicin,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,Methyl anthranilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,29,,,79,,,,,,51,,,,,,45,,,76,,,,,,45,,12341,82,1718,,,
188,,Eugenol acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
189,,p-Anisyl Alcohol,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,Cinnamyl alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,23,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,Hedione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,
192,,Isophytol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,MZ: Feature42,,219456,96,13698,3675739,97,219702,296569,97,18353,109501,84,5927,,53,,484602,96,27795,195934,0,5883,245414,89,12367,480442,97,18015,596744,97,18588,363698,0,11017,,57,,220053,96,9066,646375,0,19997,1565232,97,75093,,,,,0,,,,,209021,95,9164,1703397,98,78216,974811,97,35899,347955,96,12018,88046,90,4866,,58,,207720,96,11524,774655,97,48882,84728,0,2494,105582,0,3141,,0,,,,,,,,219856,92,9242,983619,97,33029,943761,97,65289,,0,,242878,96,9387,,,,,56,,,0,,,,,,0,,146367,0,4487,,,,,,,,,,93504,89,3466,,0,,144665,86,7737,108595,88,3995,,0,
194,,Farnesol isomer a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,MZ: Diethyl Phthalate,,,66,,,43,,,72,,,43,,,19,,,35,,,74,,,69,,54598,91,9311,,74,,,51,,34533,92,5979,,48,,,66,,64095,95,10401,,57,,36865,82,5686,,72,,,66,,,77,,,56,,,18,,,46,,,49,,,76,,,60,,15912,83,2253,,72,,,62,,46240,87,7014,,57,,107964,95,17842,15965,81,2471,51748,95,8673,69252,81,11225,,59,,,18,,76643,81,12770,55969,91,9064,106264,93,16250,,21,,,70,,,45,,,79,,,61,,,80,,,68,,,46,,32138,84,5219,,70,
196,,MZ: Feature43,,8512,87,1545,19073,93,3069,2098,86,418,9430,92,1356,23311,97,3715,11708,96,1938,13208,96,1832,,,,,,,11481,92,1567,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,3496,87,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3814,93,903,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,Farnesol isomer b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,36,,,,,,51,,,,,,40,,,,,,,,,,
198,,MZ: Feature44,,7392,88,1387,8060,88,1458,10470,91,1932,,,,,,,10788,91,2138,10788,69,1962,18068,50,3203,17653,93,3885,12199,54,2208,,,,19815,70,3776,7869,85,1630,7731,82,1549,,,,,,,5749,80,1353,15418,89,4015,,50,,8048,82,1593,,70,,,0,,,,,9493,89,2031,5904,84,1084,,,,,75,,,78,,,45,,,,,,,,,,,,77,,20600,95,4104,,,,15644,95,3313,24044,95,3926,62756,63,11936,,,,37726,92,7562,24343,57,4528,14593,57,2380,13254,65,2508,29382,55,5392,12534,44,2475,44576,47,8263,130698,99,26252,21820,63,4030,30699,55,5537,15056,46,3049
199,,MZ: Indole,,77401,95,13046,121970,95,20346,26974,90,4026,66315,96,10906,298112,98,50385,201398,97,33270,30544,81,5266,149500,91,25623,,0,,119200,91,17329,,68,,44967,74,8208,82614,96,15874,,51,,,,,20620,87,3948,,41,,19941,60,3579,67769,90,12467,,0,,,0,,,68,,57825,96,9226,297227,98,49811,40344,94,6630,149898,95,24898,22579,83,3046,,39,,124220,95,20905,231682,98,41805,897289,99,138692,993306,99,169575,,,,,28,,,51,,,,,,,,200955,80,38057,,72,,28917,46,4506,271540,96,46352,90173,89,13001,561302,98,102999,213038,88,31738,1092380,98,193116,986986,96,158446,,32,,84834,84,14759,245937,91,37609,363070,97,62613
200,,Skatol,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,69,
201,,"3,4-Dimethoxyacetophenone",,,,,,,,,,,,21,,,,,,,,,24,,,,,,,,,22,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,19,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,9,,,,,,,,,,
202,,MZ: Benzene,,95442,93,18808,111009,92,21903,137037,92,27316,106275,95,20729,,0,,,59,,39143,32,6608,24387,82,4754,113622,88,21768,38590,61,6986,304259,76,54809,283072,51,49896,976516,41,138737,488598,94,95357,80431,64,13959,39484,81,7150,20499,89,3747,,39,,441543,79,75436,640350,96,120445,135402,72,24051,92908,94,16633,58007,80,11102,62496,82,12185,91882,85,17897,78781,92,15432,,60,,,,,110861,91,22582,35750,37,6356,179691,83,33401,119145,93,22424,,44,,81906,72,15250,48724,91,9198,26298,91,4964,,,,100066,62,17975,114304,83,21880,184860,92,36713,65503,91,12472,59398,94,11690,173118,35,23620,65101,90,12918,74672,88,13549,50571,83,9878,45092,32,7477,101338,84,18817,49659,82,9692,46538,83,8675
203,,MZ: Toluene,,633879,97,126934,697257,99,139042,118895,96,23882,93805,90,18528,38559,86,7481,20930,90,3984,99901,38,19827,65561,77,10348,573236,73,99080,110108,48,18938,1006908,70,177980,616580,55,125931,3078070,45,1330906,2316351,94,369828,379420,72,63208,,34,,29961,58,4980,,44,,2222885,82,359014,3805351,98,676761,715693,97,119085,740286,98,119875,358417,97,69575,350523,96,68111,555924,97,108925,446532,97,87206,,63,,,59,,750551,95,111027,75203,36,14206,955022,85,150226,502862,88,79311,,52,,3499959,99,651144,44418,52,7154,43724,41,6663,,39,,307500,52,57991,438012,88,76192,871266,97,142681,213049,87,34542,210483,92,33558,578361,37,265731,205184,82,33093,211605,59,34755,152364,94,24764,129510,37,39333,312728,96,53550,110462,93,18208,97967,58,15898
204,,MZ: Feature 45,,,0,,,77,,,70,,8122,85,1639,24264,91,4929,25542,90,4806,35085,89,5525,21852,93,5095,36665,93,7097,32019,92,5001,18113,89,3437,16894,82,3449,8781,84,2146,11858,86,2518,12297,86,2441,,19,,15463,86,2766,,68,,9028,85,1848,8807,84,2140,10313,83,2187,,66,,17902,91,3428,13301,90,3068,13729,85,2814,41565,93,8691,25692,90,3840,44686,92,6930,24293,92,4860,12815,83,2301,,,,35816,93,7755,35445,90,6125,27132,91,5407,15587,86,2954,17501,83,3426,,70,,25839,92,5273,12604,85,2906,26398,87,4832,23755,91,5035,26863,89,4381,9654,80,1960,53729,89,9844,38139,93,7693,44389,89,8046,72398,97,14608,40154,94,8277,27470,89,4877,32468,94,6481
