File name,Comment y/n,Date,Cage,Position,BatchNo,Day,EggNo,File,Uncertainty,Comment
Comment_20230607_F1_Maize_4_87Eggs,Comment,20230607,F1,Maize,4,,87,tif,Small Cluster,
NoComment_20230607_F1_Maize_5_34Eggs,NoComment,20230607,F1,Maize,5,,34,tif,,
NoComment_20230607_F1_Maize_6_122Eggs,NoComment,20230607,F1,Maize,6,,122,tif,Faint Cluster,
NoComment_20230607_F1_Maize_7_50Eggs,NoComment,20230607,F1,Maize,7,,50,tif,,
NoComment_20230607_F1_Maize_8_34Eggs,NoComment,20230607,F1,Maize,8,,34,tif,,
NoComment_20230607_F1_Maize_9_40Eggs,NoComment,20230607,F1,Maize,9,,40,tif,,
Comment_20230607_F1_Maize_10_301Eggs,Comment,20230607,F1,Maize,10,,301,tif,Count Difference,Particle in the lower end of the batch could be eggs or an ant
NoComment_20230607_F1_Maize_11_64Eggs,NoComment,20230607,F1,Maize,11,,64,tif,,
Comment_20230607_F1_NoDecision_1_96Eggs,Comment,20230607,F1,NoDecision,1,,96,tif,Faint Particles,
Comment_20230607_F1_NoDecision_2_189Eggs,Comment,20230607,F1,NoDecision,2,,189,tif,Faint Cluster,
NoComment_20230607_F2_CloseMaize_1_357Eggs,NoComment,20230607,F2,CloseMaize,1,,357,tif,,
Comment_20230607_F2_CloseMaize_2_619Eggs,Comment,20230607,F2,CloseMaize,2,,618,tif,Count Difference,One counted particle is no egg
NoComment_20230607_F2_CloseMaize_3_1224Eggs,NoComment,20230607,F2,CloseMaize,3,,1224,tif,,
NoComment_20230607_F2_Maize_1_668Eggs,NoComment,20230607,F2,Maize,1,,668,tif,,
Comment_20230607_F2_Maize_2_234Eggs,Comment,20230607,F2,Maize,2,,234,tif,Small Cluster,
NoComment_20230607_F2_Maize_3_5Eggs,NoComment,20230607,F2,Maize,3,,5,tif,,
NoComment_20230607_F2_Maize_4_11Eggs,NoComment,20230607,F2,Maize,4,,11,tif,,
NoComment_20230607_F2_Maize_5_86Eggs,NoComment,20230607,F2,Maize,5,,86,tif,,
NoComment_20230607_F2_NoDecision_1_620Eggs,NoComment,20230607,F2,NoDecision,1,,620,tif,,
NoComment_20230607_F3_CloseMaize_1_56Eggs,NoComment,20230607,F3,CloseMaize,1,,56,tif,,
NoComment_20230607_F3_CloseMaize_2_46Eggs,NoComment,20230607,F3,CloseMaize,2,,47,tif,Count Difference,One egg forgotten
NoComment_20230607_F3_CloseMaize_3_33Eggs,NoComment,20230607,F3,CloseMaize,3,,33,tif,,
NoComment_20230607_F3_Des_1_65Eggs,NoComment,20230607,F3,Des,1,,65,tif,,
Comment_20230607_F3_Des_2_255Eggs,Comment,20230607,F3,Des,2,,255,tif,Faint Particles,
NoComment_20230607_F3_Maize_1_99Eggs,NoComment,20230607,F3,Maize,1,,99,tif,,
NoComment_20230607_F3_Maize_2_150Eggs,NoComment,20230607,F3,Maize,2,,150,tif,,
Comment_20230607_F3_Maize_3_158Eggs,Comment,20230607,F3,Maize,3,,158,tif,Faint Particles,
NoComment_20230607_G1_Des_1_78Eggs,NoComment,20230607,G1,Des,1,,78,tif,,
20230607_G1_Des_2a_97Eggs,,20230607,G1,Des,2a,,97,tif,,
20230607_G1_Des_2b_152Eggs,,20230607,G1,Des,2b,,152,tif,,
NoComment_20230607_G1_Maize_8_141Eggs,NoComment,20230607,G1,Maize,8,,141,tif,,
Comment_20230607_G1_Maize_1-2_112Eggs,Comment,20230607,G1,Maize,1-2,,112,tif,Small Cluster,
NoComment_20230607_G1_Maize_3-4_143Eggs,NoComment,20230607,G1,Maize,3-4,,143,tif,,
Comment_20230607_G1_Maize_5-7_165Eggs,Comment,20230607,G1,Maize,5-7,,165,tif,Small Cluster,
NoComment_20230607_G2_Maize_1_112Eggs,NoComment,20230607,G2,Maize,1,,112,tif,,
Comment_20230607_G2_Maize_2_263Eggs,Comment,20230607,G2,Maize,2,,263,tif,Small Layer,
NoComment_20230607_G2_Maize_3_111Eggs,NoComment,20230607,G2,Maize,3,,111,tif,,
Comment_20230607_G2_Maize_4_142Eggs,Comment,20230607,G2,Maize,4,,142,tif,Faint Particles,
Comment_20230607_G3_CloseDes_1_45Eggs,Comment,20230607,G3,CloseDes,1,,45,tif,Faint Particles,
Comment_20230607_G3_CloseMaize_1_141Eggs,Comment,20230607,G3,CloseMaize,1,,141,tif,Particles Interfering,
NoComment_20230607_G3_Des_1_110Eggs,NoComment,20230607,G3,Des,1,,110,tif,,
Comment_20230607_G3_Des_2_258Eggs,Comment,20230607,G3,Des,2,,258,tif,Small Cluster,
NoComment_20230607_G3_Des_3_331Eggs,NoComment,20230607,G3,Des,3,,331,tif,,
NoComment_20230607_G3_Des_4-5_130Eggs,NoComment,20230607,G3,Des,4-5,,130,tif,,
Comment_20230607_G3_Maize_1_123Eggs,Comment,20230607,G3,Maize,1,,123,tif,Small Cluster,
NoComment_20230607_G3_Maize_2-3_111Eggs,NoComment,20230607,G3,Maize,2-3,,111,tif,,
Comment_20230607_G3_Maize_4-7_264Eggs,Comment,20230607,G3,Maize,4-7,,264,tif,Small Cluster,
NoComment_20230607_G3_NoDecision_1_89Eggs,NoComment,20230607,G3,NoDecision,1,,89,tif,,
NoComment_20230607_G3_NoDecision_2_632Eggs,NoComment,20230607,G3,NoDecision,2,,632,tif,,
Comment_20230607_G3_NoDecision_3-4_369Eggs,Comment,20230607,G3,NoDecision,3-4,,369,tif,Faint Particles,
NoComment_20230607_H1_Des_127Eggs,NoComment,20230607,H1,Des,,,127,tif,,
NoComment_20230607_H1_Maize_1_175Eggs,NoComment,20230607,H1,Maize,1,,175,tif,,
NoComment_20230607_H1_Maize_2_187Eggs,NoComment,20230607,H1,Maize,2,,187,tif,,
NoComment_20230607_H1_Maize_3_58Eggs,NoComment,20230607,H1,Maize,3,,58,tif,,
Comment_20230607_H1_Maize_4_251Eggs,Comment,20230607,H1,Maize,4,,251,tif,Small Cluster,
Comment_20230607_H1_Maize_5_75Eggs,Comment,20230607,H1,Maize,5,,75,tif,Small Cluster,
NoComment_20230607_H2_Des_1_192Eggs,NoComment,20230607,H2,Des,1,,192,tif,,
NoComment_20230607_H2_Des_2_88Eggs,NoComment,20230607,H2,Des,2,,88,tif,,
NoComment_20230607_H2_Des_3-4_273Eggs,NoComment,20230607,H2,Des,3-4,,273,tif,,
NoComment_20230607_H2_Maize_1_220Eggs,NoComment,20230607,H2,Maize,1,,220,tif,,
Comment_20230607_H2_Maize_2_446Eggs,Comment,20230607,H2,Maize,2,,446,tif,Small Layer,
NoComment_20230607_H2_Maize_5_423Eggs,NoComment,20230607,H2,Maize,5,,423,tif,Faint Cluster,
Comment_20230607_H2_Maize_6_44Eggs,Comment,20230607,H2,Maize,6,,44,tif,Faint Particles,
Comment_20230607_H2_Maize_7_260Eggs,Comment,20230607,H2,Maize,7,,260,tif,Small Cluster,
Comment_20230607_H2_Maize_3a_289Eggs,Comment,20230607,H2,Maize,3a,,289,tif,Faint Particles,
20230607_H2_Maize_3b_176Eggs,,20230607,H2,Maize,3b,,176,tif,Faint Particles,
20230607_H2_Maize_4a_85Eggs,,20230607,H2,Maize,4a,,85,tif,,
20230607_H2_Maize_4b_37Eggs,,20230607,H2,Maize,4b,,37,tif,,
NoComment_20230607_H3_CloseDes_1-2_140Eggs,NoComment,20230607,H3,CloseDes,1-2,,140,tif,,
Comment_20230607_H3_Des_1-2_459Eggs,Comment,20230607,H3,Des,1-2,,459,tif,Small Cluster,
20230607_H3_Maize_1_209Eggs,,20230607,H3,Maize,1,,209,tif,Faint Cluster,
NoComment_20230607_J1_Des_1_125Eggs,NoComment,20230607,J1,Des,1,,125,tif,,
Comment_20230607_J1_Des_2_250Eggs,Comment,20230607,J1,Des,2,,250,tif,Cluster,
Comment_20230607_J1_Des_3_145Eggs,Comment,20230607,J1,Des,3,,145,tif,Small Cluster,
NoComment_20230607_J1_Des_4_27Eggs,NoComment,20230607,J1,Des,4,,27,tif,,
NoComment_20230607_J1_Des_5_241Eggs,NoComment,20230607,J1,Des,5,,241,tif,,
NoComment_20230607_J1_Des_6_22Eggs,NoComment,20230607,J1,Des,6,,22,tif,,
Comment_20230607_J1_Des_7_50Eggs,Comment,20230607,J1,Des,7,,50,tif,Faint Cluster,
NoComment_20230607_J1_Des_8_55Eggs,NoComment,20230607,J1,Des,8,,55,tif,Faint Cluster,
Comment_20230607_J1_Des_9_16Eggs,Comment,20230607,J1,Des,9,,16,tif,Faint Cluster,
NoComment_20230607_J1_Maize_1_118Eggs,NoComment,20230607,J1,Maize,1,,118,tif,,
Comment_20230607_J1_Maize_2_84Eggs,Comment,20230607,J1,Maize,2,,84,tif,Small Cluster,
Comment_20230607_J1_NoDecision_1-2_130Eggs,Comment,20230607,J1,NoDecision,1-2,,130,tif,Faint Particles,
NoComment_20230607_J2_Des_1_165Eggs,NoComment,20230607,J2,Des,1,,165,tif,,
Comment_20230607_J2_Des_2_240Eggs,Comment,20230607,J2,Des,2,,240,tif,Small Cluster,
NoComment_20230607_J2_Des_3_78Eggs,NoComment,20230607,J2,Des,3,,78,tif,,
NoComment_20230607_J2_Des_4_6Eggs,NoComment,20230607,J2,Des,4,,6,tif,,
Comment_20230607_J2_Des_5_73Eggs,Comment,20230607,J2,Des,5,,73,tif,Small Cluster,
NoComment_20230607_J2_Des_6_51Eggs,NoComment,20230607,J2,Des,6,,51,tif,,
NoComment_20230607_J2_Des_9_18Eggs,NoComment,20230607,J2,Des,9,,18,tif,,
Comment_20230607_J2_Des_10_214Eggs,Comment,20230607,J2,Des,10,,214,tif,Small Layer,
NoComment_20230607_J2_Des_7-8_175Eggs,NoComment,20230607,J2,Des,7-8,,175,tif,,
NoComment_20230607_J2_Maize_1_32Eggs,NoComment,20230607,J2,Maize,1,,32,tif,,
NoComment_20230607_J2_Maize_2_12Eggs,NoComment,20230607,J2,Maize,2,,12,tif,,
Comment_20230607_J2_Maize_3_156Eggs,Comment,20230607,J2,Maize,3,,156,tif,Faint Particles,
Comment_20230607_J2_Maize_4_76Eggs,Comment,20230607,J2,Maize,4,,77,tif,Count Difference,One egg wasn't counted
NoComment_20230607_J3_Des_1_110Eggs,NoComment,20230607,J3,Des,1,,110,tif,,
Comment_20230607_J3_Maize_1_10Eggs,Comment,20230607,J3,Maize,1,,10,tif,Faint Particles,
Comment_20230607_J3_Maize_2_183Eggs,Comment,20230607,J3,Maize,2,,183,tif,Small Cluster,
NoComment_20230607_J3_Maize_3_134Eggs,NoComment,20230607,J3,Maize,3,,134,tif,,
Comment_20230607_J3_NoDecision_1_115Eggs,Comment,20230607,J3,NoDecision,1,,115,tif,Faint Particles,
Comment_20230607_J3_NoDecision_2_378Eggs,Comment,20230607,J3,NoDecision,2,,378,tif,Faint Cluster,
Comment_20230607_J3_NoDecision_3_29Eggs,Comment,20230607,J3,NoDecision,3,,29,tif,Faint Cluster,
Comment_20230607_J3_NoDecision_4_109Eggs,Comment,20230607,J3,NoDecision,4,,109,tif,Faint Cluster,
NoComment_20230607_K1_Left_1_29Eggs,NoComment,20230607,K1,Left,1,,29,tif,,
NoComment_20230607_K1_Left_2_170Eggs,NoComment,20230607,K1,Left,2,,170,tif,,
NoComment_20230607_K1_Left_3_104Eggs,NoComment,20230607,K1,Left,3,,104,tif,,
NoComment_20230607_K1_Left_4_67Eggs,NoComment,20230607,K1,Left,4,,67,tif,,
NoComment_20230607_K1_Left_5_25Eggs,NoComment,20230607,K1,Left,5,,25,tif,,
NoComment_20230607_K1_Left_6_32Eggs,NoComment,20230607,K1,Left,6,,32,tif,,
Comment_20230607_K1_Left_7_206Eggs,Comment,20230607,K1,Left,7,,206,tif,Small Cluster,
Comment_20230607_K1_Left_8_259Eggs,Comment,20230607,K1,Left,8,,259,tif,Small Cluster,
Comment_20230607_K1_NoDecision_1_75Eggs,Comment,20230607,K1,NoDecision,1,,75,tif,Faint Particles,
NoComment_20230607_K1_NoDecision_2_94Eggs,NoComment,20230607,K1,NoDecision,2,,94,tif,,
Comment_20230607_K1_NoDecision_3_74Eggs,Comment,20230607,K1,NoDecision,3,,74,tif,Faint Cluster,
Comment_20230607_K1_NoDecision_4_195Eggs,Comment,20230607,K1,NoDecision,4,,195,tif,Faint Cluster,
Comment_20230607_K1_NoDecision_5_236Eggs,Comment,20230607,K1,NoDecision,5,,238,tif,Count Difference,Two eggs were not counted
Comment_20230607_K1_NoDecision_6_190Eggs,Comment,20230607,K1,NoDecision,6,,190,tif,Particles Interfering,
NoComment_20230607_K2_NoDecision_1_112Eggs,NoComment,20230607,K2,NoDecision,1,,112,tif,,
Comment_20230607_K3_Left_1-3_182Eggs,Comment,20230607,K3,Left,1-3,,182,tif,Particles Interfering,
NoComment_20230607_K3_NoDecision_1_170Eggs,NoComment,20230607,K3,NoDecision,1,,170,tif,,
NoComment_20230607_K3_NoDecision_2_148Eggs,NoComment,20230607,K3,NoDecision,2,,148,tif,,
NoComment_20230706_A2_CloseMaize_1_72Eggs,NoComment,20230706,A2,CloseMaize,1,,72,tif,,
NoComment_20230706_B1_Des_1_56Eggs,NoComment,20230706,B1,Des,1,,56,tif,,
NoComment_20230706_B1_Des_2_279Eggs,NoComment,20230706,B1,Des,2,,279,tif,,
NoComment_20230706_B1_Maize_118Eggs,NoComment,20230706,B1,Maize,,,118,tif,,
NoComment_20230706_B2_CloseDes_107Eggs,NoComment,20230706,B2,CloseDes,,,107,tif,,
Comment_20230706_B2_CloseMaize_11Eggs,Comment,20230706,B2,CloseMaize,,,11,tif,Particles Interfering,
NoComment_20230706_B2_Des_94Eggs,NoComment,20230706,B2,Des,,,94,tif,,
NoComment_20230706_B2_Maize_65Eggs,NoComment,20230706,B2,Maize,,,65,tif,,
NoComment_20230706_B2_NoDecision_1_65Eggs,NoComment,20230706,B2,NoDecision,1,,65,tif,,
NoComment_20230706_B2_NoDecision_2_26Eggs,NoComment,20230706,B2,NoDecision,2,,26,tif,,
NoComment_20230706_B2_NoDecision_3_169Eggs,NoComment,20230706,B2,NoDecision,3,,169,tif,,
NoComment_20230706_C2_Maize_1_30Eggs,NoComment,20230706,C2,Maize,1,,30,tif,,
NoComment_20230706_D1_Maize_1_122Eggs,NoComment,20230706,D1,Maize,1,,124,tif,Count Difference,Two eggs forgotten
NoComment_20230706_D1_Maize_2_217Eggs,NoComment,20230706,D1,Maize,2,,217,tif,Particles Interfering,
Comment_20230706_D1_Maize_3_316Eggs,Comment,20230706,D1,Maize,3,,316,tif,Small Layer,
NoComment_20230706_D1_Maize_4_131Eggs,NoComment,20230706,D1,Maize,4,,133,tif,Count Difference,Two eggs forgotten
Comment_20230706_E1_NoDecision_1_10Eggs,Comment,20230706,E1,NoDecision,1,,10,tif,Larvae Hatched,
NoComment_20230706_E2_NoDecision_1_41Eggs,NoComment,20230706,E2,NoDecision,1,,41,tif,,
NoComment_20230706_F1_CloseMaize_1_33Eggs,NoComment,20230706,F1,CloseMaize,1,,33,tif,Faint Particles,
NoComment_20230706_F1_Maize_1_16Eggs,NoComment,20230706,F1,Maize,1,,16,tif,,
NoComment_20230706_F1_Maize_2_154Eggs,NoComment,20230706,F1,Maize,2,,154,tif,,
Comment_20230706_F1_NoDecision_3_27Eggs,Comment,20230706,F1,NoDecision,3,,27,tif,Faint Particles,
Comment_20230706_F1_NoDecision_4_12Eggs,Comment,20230706,F1,NoDecision,4,,12,tif,Faint Particles,
NoComment_20230706_F1_NoDecision_1-2_85Eggs,NoComment,20230706,F1,NoDecision,1-2,,85,tif,,
NoComment_20230706_F3_Des_1_194Eggs,NoComment,20230706,F3,Des,1,,194,tif,,
Comment_20230706_F3_Maize_1_205Eggs,Comment,20230706,F3,Maize,1,,205,tif,Small Cluster,
Comment_20230706_G1_CloseRight_1_108Eggs,Comment,20230706,G1,CloseRight,1,,108,tif,Faint Particles,
NoComment_20230706_G1_Left_1_96Eggs,NoComment,20230706,G1,Left,1,,96,tif,,
NoComment_20230706_G1_Left_2_262Eggs,NoComment,20230706,G1,Left,2,,262,tif,,
Comment_20230706_G1_Right_1_280Eggs,Comment,20230706,G1,Right,1,,280,tif,Small Cluster,
NoComment_20230706_G1_Right_2_196Eggs,NoComment,20230706,G1,Right,2,,196,tif,,
NoComment_20230706_G2_CloseMaize_1_127Eggs,NoComment,20230706,G2,CloseLeft,1,,127,tif,Faint Cluster,
Comment_20230706_G3_CloseRight_4Eggs,Comment,20230706,G3,CloseRight,,,5,tif,Faint Particles,One Egg forgotten
NoComment_20230706_G3_Right_3Eggs,NoComment,20230706,G3,Right,,,3,tif,,
NoComment_20230706_H1_Maize_1_6Eggs,NoComment,20230706,H1,Maize,1,,6,tif,,
Comment_20230706_H1_Maize_2_22Eggs,Comment,20230706,H1,Maize,2,,22,tif,Faint Particles,
NoComment_20230706_H2_Des_1-3_33Eggs,NoComment,20230706,H2,Des,1-3,,33,tif,,
NoComment_20230706_H2_Maize_248Eggs,NoComment,20230706,H2,Maize,,,248,tif,,
NoComment_20230706_H3_CloseMaize_1_46Eggs,NoComment,20230706,H3,CloseMaize,1,,46,tif,,
NoComment_20230706_H3_CloseMaize_2_34Eggs,NoComment,20230706,H3,CloseMaize,2,,34,tif,,
NoComment_20230706_H3_Des_1_12Eggs,NoComment,20230706,H3,Des,1,,12,tif,,
NoComment_20230706_H3_Des_2_52Eggs,NoComment,20230706,H3,Des,2,,52,tif,,
NoComment_20230706_H3_Maize_1_162Eggs,NoComment,20230706,H3,Maize,1,,162,tif,,
NoComment_20230706_J1_Des_1_134Eggs,NoComment,20230706,J1,Des,1,,134,tif,,
NoComment_20230706_J1_Des_2_51Eggs,NoComment,20230706,J1,Des,2,,51,tif,,
NoComment_20230706_J1_Maize_1_65Eggs,NoComment,20230706,J1,Maize,1,,65,tif,,
NoComment_20230706_J1_Maize_2_105Eggs,NoComment,20230706,J1,Maize,2,,105,tif,,
NoComment_20230706_J2_Maize_110Eggs,NoComment,20230706,J2,Maize,,,110,tif,,
NoComment_20230706_J3_Des_1_43Eggs,NoComment,20230706,J3,Des,1,,43,tif,,
Comment_20230706_J3_Des_2_54Eggs,Comment,20230706,J3,Des,2,,54,tif,Faint Cluster,
NoComment_20230706_J3_Des_3_52Eggs,NoComment,20230706,J3,Des,3,,52,tif,,
Comment_20230706_J3_Des_4_163Eggs,Comment,20230706,J3,Des,4,,163,tif,Faint Cluster,
Comment_20230706_J3_Maize_1_232Eggs,Comment,20230706,J3,Maize,1,,232,tif,Faint Cluster,
NoComment_20230706_J3_Maize_2_102Eggs,NoComment,20230706,J3,Maize,2,,102,tif,,
NoComment_20230706_K1_CloseMaize_1_61Eggs,NoComment,20230706,K1,CloseMaize,1,,61,tif,,
NoComment_20230706_K1_Maize_1_54Eggs,NoComment,20230706,K1,Maize,1,,54,tif,,
NoComment_20230706_K1_Maize_2_64Eggs,NoComment,20230706,K1,Maize,2,,64,jpg,,
Comment_20230706_K1_Maize_3_103Eggs,Comment,20230706,K1,Maize,3,,103,tif,Small Layer,
NoComment_20230706_K1_Maize_4_112Eggs,NoComment,20230706,K1,Maize,4,,112,tif,,
NoComment_20230706_K1_Maize_5_180Eggs,NoComment,20230706,K1,Maize,5,,180,tif,Faint Cluster,
NoComment_20230706_K1_Maize_6_117Eggs,NoComment,20230706,K1,Maize,6,,117,tif,,
NoComment_20230706_K1_Maize_7_64Eggs,NoComment,20230706,K1,Maize,7,,64,tif,,
NoComment_20230706_K2_Des_3_26Eggs,NoComment,20230706,K2,Des,3,,26,tif,,
NoComment_20230706_K2_Des_4_166Eggs,NoComment,20230706,K2,Des,4,,166,tif,,
NoComment_20230706_K2_Des_1-2_48Eggs,NoComment,20230706,K2,Des,1-2,,48,tif,,
NoComment_20230706_K2_Maize_1_72Eggs,NoComment,20230706,K2,Maize,1,,72,tif,,
NoComment_20230706_K2_Maize_2_73Eggs,NoComment,20230706,K2,Maize,2,,73,tif,,
NoComment_20230706_K2_Maize_3_61Eggs,NoComment,20230706,K2,Maize,3,,61,tif,,
NoComment_20230706_K2_Maize_4_42Eggs,NoComment,20230706,K2,Maize,4,,42,tif,,
NoComment_20230706_K2_Maize_5_48Eggs,NoComment,20230706,K2,Maize,5,,48,tif,,
NoComment_20230706_K2_Maize_6_38Eggs,NoComment,20230706,K2,Maize,6,,38,tif,,
NoComment_20230706_K2_NoDecision_167Eggs,NoComment,20230706,K2,NoDecision,,,167,tif,,
NoComment_20230706_K3_Maize_1_47Eggs,NoComment,20230706,K3,Maize,1,,47,tif,,
